VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
1,2024-01-21 14:30:08,2024-01-21 14:41:48,1,2.3,1,N,140,142,1,12.8,2.5,0.5,4.2,0.0,1.0,21.0,2.5,0.0
2,2024-01-18 14:52:09,2024-01-18 14:58:58,1,0.57,1,N,161,161,1,7.2,0.0,0.5,1.12,0.0,1.0,12.32,2.5,0.0
2,2024-01-10 09:44:23,2024-01-10 10:17:24,1,2.88,1,N,170,236,1,27.5,0.0,0.5,0.0,0.0,1.0,31.5,2.5,0.0
1,2024-01-07 08:39:35,2024-01-07 08:48:57,1,1.7,1,N,24,239,1,12.1,2.5,0.5,4.0,0.0,1.0,20.1,2.5,0.0
2,2024-01-30 21:42:00,2024-01-30 21:48:00,,1.03,,,48,143,0,11.74,0.0,0.5,3.15,0.0,1.0,18.89,,
2,2024-01-27 10:35:55,2024-01-27 10:53:33,1,2.75,1,N,186,50,2,18.4,0.0,0.5,0.0,0.0,1.0,24.9,2.5,0.0
2,2024-01-17 09:30:18,2024-01-17 10:08:40,1,10.95,1,N,138,230,1,49.9,5.0,0.5,13.17,6.94,1.0,80.76,2.5,1.75
2,2024-01-24 05:23:12,2024-01-24 05:26:43,1,0.89,1,N,100,161,1,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0
1,2024-01-14 19:04:29,2024-01-14 19:10:17,1,0.7,1,N,90,113,1,7.2,2.5,0.5,3.35,0.0,1.0,14.55,2.5,0.0
2,2024-01-05 13:08:38,2024-01-05 13:17:05,1,3.39,1,N,132,219,2,15.6,0.0,0.5,0.0,0.0,1.0,18.85,0.0,1.75
2,2024-01-10 14:45:21,2024-01-10 15:04:05,1,2.29,1,N,142,236,1,17.7,0.0,0.5,4.34,0.0,1.0,26.04,2.5,0.0
2,2024-01-31 08:51:23,2024-01-31 09:00:13,1,1.26,1,N,140,163,1,10.0,0.0,0.5,3.5,0.0,1.0,17.5,2.5,0.0
2,2024-01-05 17:12:58,2024-01-05 17:16:29,1,0.7,1,N,140,262,1,5.8,2.5,0.5,2.46,0.0,1.0,14.76,2.5,0.0
2,2024-01-14 10:53:49,2024-01-14 10:59:53,1,1.01,1,N,140,237,1,7.9,0.0,0.5,2.38,0.0,1.0,14.28,2.5,0.0
2,2024-01-27 17:58:11,2024-01-27 17:59:26,2,0.16,1,N,238,238,3,-3.7,0.0,-0.5,0.0,0.0,-1.0,-7.7,-2.5,0.0
2,2024-01-20 15:03:22,2024-01-20 15:09:10,1,0.98,1,N,48,142,1,7.9,0.0,0.5,2.38,0.0,1.0,14.28,2.5,0.0
1,2024-01-13 15:13:31,2024-01-13 15:20:02,2,0.7,1,N,79,79,2,7.9,2.5,0.5,0.0,0.0,1.0,11.9,2.5,0.0
2,2024-01-10 08:27:29,2024-01-10 08:37:30,1,2.1,1,N,236,162,1,12.8,0.0,0.5,4.2,0.0,1.0,21.0,2.5,0.0
2,2024-01-18 09:50:40,2024-01-18 09:54:00,1,0.6,1,N,262,236,1,5.8,0.0,0.5,1.0,0.0,1.0,10.8,2.5,0.0
1,2024-01-25 17:58:44,2024-01-25 18:35:28,1,6.2,1,N,164,33,1,35.2,5.0,0.5,12.5,0.0,1.0,54.2,2.5,0.0
2,2024-01-16 18:35:14,2024-01-16 19:03:53,5,12.32,1,N,70,88,1,48.5,7.5,0.5,12.35,0.0,1.0,74.1,2.5,1.75
2,2024-01-27 10:08:52,2024-01-27 10:23:31,2,2.32,1,N,230,238,2,15.6,0.0,0.5,0.0,0.0,1.0,19.6,2.5,0.0
2,2024-01-04 18:48:43,2024-01-04 19:00:16,2,4.24,1,N,140,232,1,19.8,2.5,0.5,6.58,0.0,1.0,32.88,2.5,0.0
2,2024-01-23 19:43:37,2024-01-23 19:49:25,1,0.77,1,N,162,161,1,7.2,2.5,0.5,2.74,0.0,1.0,16.44,2.5,0.0
1,2024-01-31 17:57:47,2024-01-31 18:20:57,1,4.3,1,N,138,7,2,22.6,9.25,0.5,0.0,0.0,1.0,33.35,0.0,1.75
2,2024-01-02 17:35:32,2024-01-02 18:26:02,2,16.43,2,N,162,132,2,70.0,5.0,0.5,0.0,6.94,1.0,85.94,2.5,0.0
2,2024-01-09 21:07:56,2024-01-09 21:26:29,,3.73,,,100,262,0,-1.11,0.0,0.5,0.0,0.0,1.0,2.89,,
2,2024-01-24 22:38:11,2024-01-24 22:52:16,1,2.17,1,N,186,48,1,14.9,1.0,0.5,3.0,0.0,1.0,22.9,2.5,0.0
1,2024-01-08 15:27:19,2024-01-08 15:27:27,0,0.0,2,N,26,26,4,70.0,0.0,0.5,0.0,0.0,1.0,71.5,0.0,0.0
2,2024-01-20 12:18:36,2024-01-20 12:36:13,3,1.31,1,N,186,163,1,15.6,0.0,0.5,3.92,0.0,1.0,23.52,2.5,0.0
2,2024-01-18 18:10:49,2024-01-18 18:25:12,1,2.01,1,N,161,79,1,14.2,2.5,0.5,4.3,0.0,1.0,25.0,2.5,0.0
2,2024-01-24 23:16:53,2024-01-24 23:36:04,1,6.39,1,N,88,163,1,29.6,1.0,0.5,6.92,0.0,1.0,41.52,2.5,0.0
1,2024-01-28 16:08:38,2024-01-28 16:12:01,1,0.7,1,N,142,239,1,5.8,2.5,0.5,2.9,0.0,1.0,12.7,2.5,0.0
2,2024-01-11 22:48:26,2024-01-11 22:57:06,4,1.25,1,N,186,161,1,10.0,1.0,0.5,3.75,0.0,1.0,18.75,2.5,0.0
1,2024-01-25 12:03:55,2024-01-25 12:17:09,1,2.1,1,N,239,166,1,14.9,2.5,0.5,3.75,0.0,1.0,22.65,2.5,0.0
2,2024-01-20 03:14:31,2024-01-20 03:21:38,2,1.59,1,N,79,113,1,10.0,1.0,0.5,3.0,0.0,1.0,18.0,2.5,0.0
2,2024-01-27 21:14:08,2024-01-27 21:20:16,1,0.68,1,N,68,249,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0
2,2024-01-08 07:16:53,2024-01-08 07:30:02,1,3.12,1,N,238,162,1,16.3,0.0,0.5,4.06,0.0,1.0,24.36,2.5,0.0
2,2024-01-17 20:11:23,2024-01-17 20:21:48,1,2.17,1,N,161,90,1,12.1,1.0,0.5,0.9,0.0,1.0,18.0,2.5,0.0
2,2024-01-18 20:29:55,2024-01-18 20:51:39,1,2.92,1,N,170,231,1,20.5,1.0,0.5,5.1,0.0,1.0,30.6,2.5,0.0
2,2024-01-02 13:47:41,2024-01-02 13:53:50,1,0.88,1,N,45,232,2,7.9,0.0,0.5,0.0,0.0,1.0,11.9,2.5,0.0
2,2024-01-26 06:35:54,2024-01-26 06:45:50,,2.16,,,142,140,0,13.57,0.0,0.5,3.51,0.0,1.0,21.08,,
2,2024-01-31 15:58:06,2024-01-31 16:18:53,2,3.01,1,N,140,238,1,19.8,0.0,0.5,4.76,0.0,1.0,28.56,2.5,0.0
2,2024-01-03 17:05:26,2024-01-03 17:21:38,2,2.77,1,N,125,107,1,17.7,2.5,0.5,4.84,0.0,1.0,29.04,2.5,0.0
2,2024-01-26 13:11:49,2024-01-26 13:42:03,1,9.29,1,N,138,161,1,41.5,5.0,0.5,8.88,6.94,1.0,68.07,2.5,1.75
2,2024-01-23 09:08:18,2024-01-23 09:12:50,1,0.7,1,N,233,229,1,6.5,0.0,0.5,3.15,0.0,1.0,13.65,2.5,0.0
2,2024-01-09 14:26:50,2024-01-09 14:30:16,1,0.61,1,N,237,141,1,5.8,0.0,0.5,1.96,0.0,1.0,11.76,2.5,0.0
2,2024-01-26 18:55:50,2024-01-26 19:04:40,3,0.94,1,N,137,79,1,10.0,2.5,0.5,3.3,0.0,1.0,19.8,2.5,0.0
2,2024-01-18 18:14:30,2024-01-18 18:20:23,1,0.83,1,N,142,142,1,7.2,2.5,0.5,1.0,0.0,1.0,14.7,2.5,0.0
2,2024-01-13 01:33:35,2024-01-13 01:45:41,1,2.42,1,N,238,116,2,14.2,1.0,0.5,0.0,0.0,1.0,16.7,0.0,0.0
2,2024-01-04 11:58:01,2024-01-04 12:19:11,1,9.33,1,N,138,237,1,37.3,5.0,0.5,7.21,0.0,1.0,55.26,2.5,1.75
1,2024-01-15 11:38:17,2024-01-15 11:48:44,3,1.4,1,N,43,239,1,12.1,2.5,0.5,4.0,0.0,1.0,20.1,2.5,0.0
2,2024-01-26 16:28:32,2024-01-26 17:16:02,1,19.62,2,N,132,141,1,70.0,5.0,0.5,17.19,6.94,1.0,104.88,2.5,1.75
2,2024-01-11 19:58:20,2024-01-11 20:15:37,1,1.47,1,N,164,163,4,15.6,2.5,0.5,0.0,0.0,1.0,22.1,2.5,0.0
2,2024-01-17 08:10:35,2024-01-17 08:58:51,1,13.9,1,N,161,22,1,63.9,0.0,0.5,20.37,0.0,1.0,88.27,2.5,0.0
2,2024-01-28 08:06:47,2024-01-28 08:27:33,4,10.47,1,N,230,138,1,40.8,5.0,0.5,11.35,6.94,1.0,68.09,2.5,0.0
2,2024-01-25 13:33:05,2024-01-25 13:44:28,1,0.86,1,N,237,141,1,11.4,0.0,0.5,3.08,0.0,1.0,18.48,2.5,0.0
2,2024-01-27 16:35:16,2024-01-27 16:38:56,1,0.7,1,N,75,236,1,5.8,0.0,0.5,1.96,0.0,1.0,11.76,2.5,0.0
2,2024-01-03 18:23:34,2024-01-03 18:42:00,1,2.47,1,N,186,114,1,17.7,2.5,0.5,4.84,0.0,1.0,29.04,2.5,0.0
2,2024-01-03 17:34:25,2024-01-03 17:48:07,1,0.0,1,N,186,161,1,12.1,2.5,0.5,3.72,0.0,1.0,22.32,2.5,0.0
2,2024-01-08 08:37:29,2024-01-08 08:56:54,1,2.59,1,N,262,161,2,17.7,0.0,0.5,0.0,0.0,1.0,21.7,2.5,0.0
1,2024-01-13 18:39:54,2024-01-13 18:39:54,1,0.0,1,N,79,264,2,3.0,2.5,0.5,0.0,0.0,1.0,7.0,2.5,0.0
2,2024-01-16 18:54:58,2024-01-16 19:05:48,1,2.15,1,N,209,66,1,12.8,2.5,0.5,4.82,0.0,1.0,24.12,2.5,0.0
2,2024-01-14 11:48:36,2024-01-14 11:56:20,,0.79,,,68,230,0,11.74,0.0,0.5,3.15,0.0,1.0,18.89,,
2,2024-01-26 08:54:50,2024-01-26 09:08:58,1,1.87,1,N,170,68,1,14.2,0.0,0.5,3.64,0.0,1.0,21.84,2.5,0.0
2,2024-01-14 20:17:29,2024-01-14 20:24:30,3,1.64,1,N,263,229,1,10.0,1.0,0.5,2.25,0.0,1.0,17.25,2.5,0.0
1,2024-01-23 18:54:13,2024-01-23 19:01:50,1,0.7,1,N,186,230,1,7.2,5.0,0.5,4.1,0.0,1.0,17.8,2.5,0.0
1,2024-01-17 22:23:50,2024-01-17 22:33:45,2,2.5,1,N,232,256,1,14.2,3.5,0.5,3.8,0.0,1.0,23.0,2.5,0.0
2,2024-01-09 10:19:25,2024-01-09 10:19:37,1,0.0,1,N,7,7,2,3.0,0.0,0.5,0.0,0.0,1.0,4.5,0.0,0.0
2,2024-01-16 15:43:32,2024-01-16 16:28:00,2,14.69,1,N,132,89,1,63.2,0.0,0.5,12.94,0.0,1.0,79.39,0.0,1.75
2,2024-01-03 18:52:13,2024-01-03 19:00:37,1,1.47,1,N,162,263,1,10.0,2.5,0.5,3.3,0.0,1.0,19.8,2.5,0.0
2,2024-01-09 16:14:17,2024-01-09 16:26:52,1,2.02,1,N,151,236,1,14.2,2.5,0.5,4.14,0.0,1.0,24.84,2.5,0.0
2,2024-01-11 21:31:23,2024-01-11 22:13:28,1,18.02,2,N,132,48,1,70.0,0.0,0.5,16.54,6.94,1.0,99.23,2.5,1.75
2,2024-01-22 19:33:15,2024-01-22 19:48:49,1,1.2,1,N,68,161,1,14.2,2.5,0.5,4.14,0.0,1.0,24.84,2.5,0.0
1,2024-01-25 11:40:27,2024-01-25 12:22:38,1,7.9,99,N,42,170,1,26.5,0.0,0.5,0.0,0.0,1.0,28.0,0.0,0.0
2,2024-01-03 18:33:23,2024-01-03 19:28:24,1,17.16,2,N,132,68,2,70.0,5.0,0.5,0.0,6.94,1.0,87.69,2.5,1.75
1,2024-01-27 11:27:50,2024-01-27 11:36:44,1,1.9,1,N,229,236,1,10.0,2.5,0.5,2.8,0.0,1.0,16.8,2.5,0.0
2,2024-01-12 07:27:45,2024-01-12 07:32:02,1,0.5,1,N,237,236,1,5.8,0.0,0.5,1.0,0.0,1.0,10.8,2.5,0.0
2,2024-01-24 07:54:35,2024-01-24 08:08:59,1,2.33,1,N,233,249,1,14.9,0.0,0.5,3.0,0.0,1.0,21.9,2.5,0.0
1,2024-01-13 14:07:57,2024-01-13 14:18:49,,1.5,,,236,238,0,10.7,0.0,0.5,2.2,0.0,1.0,16.9,,
1,2024-01-13 16:01:26,2024-01-13 16:20:06,1,2.6,1,N,68,239,1,17.7,2.5,0.5,4.35,0.0,1.0,26.05,2.5,0.0
2,2024-01-01 16:40:28,2024-01-01 16:58:40,2,3.36,1,N,231,230,2,19.8,0.0,0.5,0.0,0.0,1.0,23.8,2.5,0.0
2,2024-01-13 11:53:07,2024-01-13 11:57:58,1,1.03,1,N,238,142,1,7.2,0.0,0.5,2.24,0.0,1.0,13.44,2.5,0.0
1,2024-01-17 20:24:39,2024-01-17 20:31:13,1,0.6,1,N,164,230,2,7.2,3.5,0.5,0.0,0.0,1.0,12.2,2.5,0.0
2,2024-01-02 21:16:40,2024-01-02 21:27:31,1,2.08,1,N,161,107,1,12.8,1.0,0.5,1.78,0.0,1.0,19.58,2.5,0.0
2,2024-01-13 16:51:06,2024-01-13 17:05:58,1,1.89,1,N,230,107,1,14.2,0.0,0.5,3.64,0.0,1.0,21.84,2.5,0.0
2,2024-01-07 10:56:48,2024-01-07 11:09:28,1,4.22,1,N,132,10,2,20.5,0.0,0.5,0.0,0.0,1.0,23.75,0.0,1.75
2,2024-01-08 11:53:10,2024-01-08 12:07:04,2,1.86,1,N,163,236,1,14.9,0.0,0.5,0.0,0.0,1.0,18.9,2.5,0.0
2,2024-01-24 20:59:10,2024-01-24 21:09:06,1,2.52,1,N,231,246,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0
2,2024-01-31 09:50:02,2024-01-31 10:02:09,1,0.68,1,N,230,48,1,11.4,0.0,0.5,3.08,0.0,1.0,18.48,2.5,0.0
1,2024-01-23 05:58:57,2024-01-23 06:18:24,1,11.2,99,N,62,75,1,41.5,0.0,0.5,0.0,0.0,1.0,43.0,0.0,0.0
1,2024-01-20 13:12:13,2024-01-20 13:24:29,1,2.7,1,N,231,186,1,14.2,2.5,0.5,2.0,0.0,1.0,20.2,2.5,0.0
2,2024-01-13 09:27:13,2024-01-13 09:44:45,1,3.5,1,N,142,137,1,19.8,0.0,0.5,4.76,0.0,1.0,28.56,2.5,0.0
2,2024-01-12 22:41:20,2024-01-12 22:50:49,2,2.06,1,N,230,113,1,11.4,1.0,0.5,4.1,0.0,1.0,20.5,2.5,0.0
2,2024-01-03 20:22:58,2024-01-03 20:59:38,4,20.29,2,N,132,43,1,70.0,0.0,0.5,7.0,6.94,1.0,89.69,2.5,1.75
1,2024-01-10 10:35:38,2024-01-10 10:50:14,0,2.3,1,N,238,163,1,15.6,2.5,0.5,4.9,0.0,1.0,24.5,2.5,0.0
2,2024-01-20 19:25:57,2024-01-20 19:28:59,1,0.64,1,N,262,140,1,5.8,0.0,0.5,1.47,0.0,1.0,11.27,2.5,0.0
2,2024-01-20 05:49:39,2024-01-20 06:12:35,1,18.18,2,N,132,148,1,70.0,0.0,0.5,10.0,0.0,1.0,85.75,2.5,1.75
1,2024-01-06 15:52:01,2024-01-06 15:56:41,1,0.5,1,N,229,141,2,5.8,2.5,0.5,0.0,0.0,1.0,9.8,2.5,0.0
2,2024-01-13 21:42:55,2024-01-13 21:54:20,2,1.85,1,N,48,164,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0
2,2024-01-16 21:53:19,2024-01-16 22:07:55,4,2.92,1,N,186,141,1,16.3,1.0,0.5,4.26,0.0,1.0,25.56,2.5,0.0
2,2024-01-24 22:23:46,2024-01-24 22:35:18,2,1.24,1,N,79,68,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0
2,2024-01-20 23:46:05,2024-01-20 23:57:41,,2.1,,,87,249,0,19.05,0.0,0.5,0.0,0.0,1.0,23.05,,
2,2024-01-31 07:34:48,2024-01-31 07:49:21,5,2.62,1,N,238,161,1,16.3,0.0,0.5,3.04,0.0,1.0,23.34,2.5,0.0
2,2024-01-02 18:56:22,2024-01-02 19:07:27,1,2.4,1,N,224,114,1,14.2,2.5,0.5,2.0,0.0,1.0,22.7,2.5,0.0
2,2024-01-14 14:36:19,2024-01-14 14:50:56,1,2.6,1,N,88,249,1,16.3,0.0,0.5,4.06,0.0,1.0,24.36,2.5,0.0
1,2024-01-14 23:44:13,2024-01-14 23:51:31,,0.0,,,41,238,0,12.29,0.0,0.5,0.0,0.0,1.0,16.29,,
2,2024-01-25 18:49:09,2024-01-25 18:52:56,1,0.51,1,N,43,142,1,5.8,2.5,0.5,2.46,0.0,1.0,14.76,2.5,0.0
1,2024-01-01 15:45:12,2024-01-01 15:55:48,1,1.8,1,N,239,141,1,12.8,2.5,0.5,0.84,0.0,1.0,17.64,2.5,0.0
2,2024-01-07 14:24:55,2024-01-07 15:04:42,1,18.52,2,N,132,246,1,70.0,0.0,0.5,10.0,6.94,1.0,92.69,2.5,1.75
2,2024-01-06 07:02:16,2024-01-06 07:16:31,2,7.89,1,N,170,138,1,31.7,5.0,0.5,11.91,6.94,1.0,59.55,2.5,0.0
2,2024-01-14 22:55:47,2024-01-14 23:01:06,1,0.83,1,N,186,162,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0
2,2024-01-25 11:28:59,2024-01-25 11:36:46,1,1.03,1,N,237,140,1,9.3,0.0,0.5,2.66,0.0,1.0,15.96,2.5,0.0
2,2024-01-17 11:46:05,2024-01-17 12:26:53,1,10.49,1,N,138,163,1,51.3,5.0,0.5,7.0,6.94,1.0,75.99,2.5,1.75
2,2024-01-26 23:47:24,2024-01-27 00:01:54,1,2.15,1,N,113,170,1,14.2,1.0,0.5,2.88,0.0,1.0,22.08,2.5,0.0
2,2024-01-14 12:40:42,2024-01-14 12:45:26,1,0.9,1,N,239,151,1,7.2,0.0,0.5,2.0,0.0,1.0,13.2,2.5,0.0
2,2024-01-03 13:57:47,2024-01-03 14:00:56,3,0.76,1,N,164,90,1,5.8,0.0,0.5,2.45,0.0,1.0,12.25,2.5,0.0
1,2024-01-28 18:30:17,2024-01-28 18:43:07,2,2.0,1,N,141,142,2,14.2,2.5,0.5,0.0,0.0,1.0,18.2,2.5,0.0
2,2024-01-20 21:35:35,2024-01-20 21:50:25,1,2.05,1,N,161,79,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0
1,2024-01-28 13:36:07,2024-01-28 13:49:35,1,1.0,1,N,43,100,1,10.7,2.5,0.5,2.9,0.0,1.0,17.6,2.5,0.0
2,2024-01-28 13:08:48,2024-01-28 13:19:16,1,2.0,1,N,163,236,1,12.8,0.0,0.5,3.36,0.0,1.0,20.16,2.5,0.0
2,2024-01-04 19:03:47,2024-01-04 19:07:20,1,0.2,1,N,142,142,2,5.1,2.5,0.5,0.0,0.0,1.0,11.6,2.5,0.0
2,2024-01-09 13:30:46,2024-01-09 14:10:18,1,17.96,2,N,132,144,1,70.0,0.0,0.5,14.8,0.0,1.0,90.55,2.5,1.75
2,2024-01-27 10:54:31,2024-01-27 11:12:37,3,3.96,1,N,100,12,2,20.5,0.0,0.5,0.0,0.0,1.0,24.5,2.5,0.0
2,2024-01-22 19:13:35,2024-01-22 19:30:57,1,11.87,1,N,132,64,1,45.0,2.5,0.5,9.8,0.0,1.0,60.55,0.0,1.75
2,2024-01-04 13:38:07,2024-01-04 13:45:07,2,0.96,1,N,238,142,1,8.6,0.0,0.5,2.52,0.0,1.0,15.12,2.5,0.0
2,2024-01-12 11:26:26,2024-01-12 11:34:26,1,0.95,1,N,141,237,1,8.6,0.0,0.5,2.52,0.0,1.0,15.12,2.5,0.0
1,2024-01-25 14:14:42,2024-01-25 14:36:31,2,1.6,1,N,162,236,1,19.1,2.5,0.5,4.6,0.0,1.0,27.7,2.5,0.0
2,2024-01-19 08:52:51,2024-01-19 09:05:40,1,2.01,1,N,143,161,1,14.2,0.0,0.5,3.64,0.0,1.0,21.84,2.5,0.0
2,2024-01-07 00:05:34,2024-01-07 00:26:19,1,4.01,1,N,249,255,1,23.3,1.0,0.5,5.66,0.0,1.0,33.96,2.5,0.0
1,2024-01-25 17:40:57,2024-01-25 17:58:08,1,2.4,1,N,75,141,2,17.0,5.0,0.5,0.0,0.0,1.0,23.5,2.5,0.0
1,2024-01-03 20:13:41,2024-01-03 20:35:01,1,4.4,1,N,186,263,1,23.3,3.5,0.0,5.55,0.0,1.0,33.35,2.5,0.0
2,2024-01-04 18:58:41,2024-01-04 19:05:49,1,0.8,1,N,237,142,1,8.6,2.5,0.5,3.02,0.0,1.0,18.12,2.5,0.0
2,2024-01-05 14:06:58,2024-01-05 14:22:28,1,2.14,1,N,230,43,1,15.6,0.0,0.5,4.9,0.0,1.0,24.5,2.5,0.0
1,2024-01-15 12:50:19,2024-01-15 13:01:45,2,2.0,1,N,107,163,1,13.5,2.5,0.0,3.4,0.0,1.0,20.4,2.5,0.0
2,2024-01-18 11:04:46,2024-01-18 11:39:23,1,2.44,1,N,100,236,1,28.2,0.0,0.5,8.05,0.0,1.0,40.25,2.5,0.0
2,2024-01-17 22:31:15,2024-01-17 22:53:30,1,3.77,1,N,209,161,1,23.3,1.0,0.5,5.0,0.0,1.0,33.3,2.5,0.0
2,2024-01-25 19:41:04,2024-01-25 20:19:35,1,17.86,2,N,132,90,1,70.0,5.0,0.5,0.0,6.94,1.0,87.69,2.5,1.75
2,2024-01-31 10:52:27,2024-01-31 11:20:19,1,10.89,1,N,163,138,1,47.1,5.0,0.5,12.61,6.94,1.0,75.65,2.5,0.0
2,2024-01-22 19:39:25,2024-01-22 19:49:06,1,1.18,1,N,249,79,1,10.0,2.5,0.5,3.3,0.0,1.0,19.8,2.5,0.0
2,2024-01-14 20:14:04,2024-01-14 20:38:07,1,4.22,1,N,249,140,1,24.7,1.0,0.5,0.8,0.0,1.0,30.5,2.5,0.0
2,2024-01-03 00:09:03,2024-01-03 00:29:29,4,14.23,1,N,138,257,1,52.7,6.0,0.5,15.05,0.0,1.0,77.0,0.0,1.75
2,2024-01-19 00:55:40,2024-01-19 01:07:37,1,2.43,1,N,148,90,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0
2,2024-01-30 09:16:00,2024-01-30 09:44:00,,5.06,,,188,36,0,28.53,0.0,0.5,0.54,0.0,1.0,30.57,,
2,2024-01-03 17:43:49,2024-01-03 18:05:27,2,2.56,1,N,114,163,2,19.8,2.5,0.5,0.0,0.0,1.0,26.3,2.5,0.0
2,2024-01-18 10:11:21,2024-01-18 10:46:31,1,9.34,1,N,100,26,1,43.6,0.0,0.5,13.63,6.94,1.0,68.17,2.5,0.0
2,2024-01-14 13:06:19,2024-01-14 13:26:31,1,3.7,1,N,113,140,1,21.2,0.0,0.5,5.04,0.0,1.0,30.24,2.5,0.0
2,2024-01-11 19:08:05,2024-01-11 19:21:14,2,2.59,1,N,163,239,1,14.9,2.5,0.5,4.28,0.0,1.0,25.68,2.5,0.0
2,2024-01-11 21:18:02,2024-01-11 21:24:10,2,0.93,1,N,186,230,1,7.9,1.0,0.5,13.0,0.0,1.0,25.9,2.5,0.0
2,2024-01-29 20:22:39,2024-01-29 20:38:38,1,3.83,1,N,161,41,1,19.1,1.0,0.5,3.5,0.0,1.0,27.6,2.5,0.0
2,2024-01-12 06:50:27,2024-01-12 07:14:22,1,11.96,1,N,230,138,1,47.8,5.0,0.5,12.75,6.94,1.0,76.49,2.5,0.0
2,2024-01-13 19:57:55,2024-01-13 20:12:44,1,1.53,1,N,68,100,1,14.2,0.0,0.5,3.64,0.0,1.0,21.84,2.5,0.0
2,2024-01-12 22:19:53,2024-01-12 22:23:35,2,0.8,1,N,142,239,1,5.8,1.0,0.5,2.7,0.0,1.0,13.5,2.5,0.0
2,2024-01-13 17:28:22,2024-01-13 17:54:48,1,4.73,1,N,166,140,1,27.5,0.0,0.5,6.3,0.0,1.0,37.8,2.5,0.0
2,2024-01-24 21:06:07,2024-01-24 21:16:07,1,1.84,1,N,161,140,2,12.1,1.0,0.5,0.0,0.0,1.0,17.1,2.5,0.0
2,2024-01-16 15:49:56,2024-01-16 15:59:20,5,0.69,1,N,237,141,1,9.3,2.5,0.5,1.58,0.0,1.0,17.38,2.5,0.0
1,2024-01-06 16:34:42,2024-01-06 17:06:55,3,1.5,1,N,100,230,2,25.4,2.5,0.5,0.0,0.0,1.0,29.4,2.5,0.0
2,2024-01-07 20:27:13,2024-01-07 20:40:08,6,2.31,1,N,151,236,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0
1,2024-01-27 12:50:18,2024-01-27 12:57:17,3,0.7,1,Y,79,79,2,7.2,2.5,0.5,0.0,0.0,1.0,11.2,2.5,0.0
2,2024-01-21 14:51:54,2024-01-21 15:11:10,2,2.83,1,N,48,237,1,19.1,0.0,0.5,2.0,0.0,1.0,25.1,2.5,0.0
1,2024-01-04 12:13:34,2024-01-04 12:41:21,1,3.4,1,N,114,43,3,25.4,2.5,0.5,0.0,0.0,1.0,29.4,2.5,0.0
2,2024-01-08 16:04:19,2024-01-08 16:09:59,2,1.0,1,N,164,107,1,7.9,2.5,0.5,2.88,0.0,1.0,17.28,2.5,0.0
2,2024-01-14 15:55:44,2024-01-14 16:12:22,1,1.95,1,N,170,249,1,15.6,0.0,0.5,4.9,0.0,1.0,24.5,2.5,0.0
1,2024-01-04 17:22:03,2024-01-04 17:41:15,2,3.0,1,N,68,170,1,19.1,5.0,0.5,0.01,0.0,1.0,25.61,2.5,0.0
2,2024-01-16 23:46:35,2024-01-16 23:52:59,1,1.4,1,N,246,68,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
2,2024-01-11 19:29:40,2024-01-11 19:35:21,1,1.19,1,N,162,237,1,8.6,2.5,0.5,1.5,0.0,1.0,16.6,2.5,0.0
2,2024-01-27 10:13:48,2024-01-27 10:19:39,1,0.99,1,N,113,164,1,7.9,0.0,0.5,2.38,0.0,1.0,14.28,2.5,0.0
2,2024-01-26 20:23:46,2024-01-26 20:27:25,2,0.45,1,N,237,141,2,5.8,1.0,0.5,0.0,0.0,1.0,10.8,2.5,0.0
1,2024-01-25 16:29:51,2024-01-25 16:58:04,1,0.0,1,N,226,95,1,25.5,0.0,0.5,0.0,0.0,1.0,27.0,0.0,0.0
2,2024-01-02 15:23:11,2024-01-02 15:35:59,1,2.34,1,N,231,68,1,14.2,0.0,0.5,3.64,0.0,1.0,21.84,2.5,0.0
2,2024-01-03 11:37:48,2024-01-03 11:45:07,1,1.06,1,N,90,113,1,8.6,0.0,0.5,3.15,0.0,1.0,15.75,2.5,0.0
2,2024-01-26 17:42:01,2024-01-26 17:47:03,2,0.33,1,N,234,164,1,6.5,2.5,0.5,2.6,0.0,1.0,15.6,2.5,0.0
2,2024-01-27 16:44:37,2024-01-27 16:56:52,1,1.26,1,N,161,186,1,12.1,0.0,0.5,1.0,0.0,1.0,17.1,2.5,0.0
2,2024-01-02 15:12:17,2024-01-02 15:15:11,1,0.51,1,N,137,107,1,5.1,0.0,0.5,2.27,0.0,1.0,11.37,2.5,0.0
